review,rating,date,sentiment,clean_review
"sudah lama pakai seabank kenapa sekarang jadi sering lag ? tim IT nya bagaimana? ayo gerak cepat perbaikan sistemnya agar kualitas makin bagus , cepat, lancar !!! aku tunggu sampai besok kalau masih sering lag bintang 1 akan di tambah di akun lain. terimakasih",1,2026-04-29 06:58:55,negatif,pakai seabank lag tim it nya ayo gerak cepat baik sistem kualitas bagus cepat lancar tunggu besok lag bintang akun terimakasih
WOII SEABANK hari ini di tanggal 29 April 2026 knapa Tiba tiba tidak bisa di buka ? ada apa ? takut nya ada transfer gaji ke seabank malah tidak bisa di buka . perbaiki lagi dong . kalo gaji saya hangus kalian harus tanggung jawab .. gimana sih ini aplikasi ? FAST RESPON NYA PLIZZ 🙏,1,2026-04-29 06:58:26,negatif,woii seabank tanggal april knapa buka takut nya transfer gaji seabank buka baik kalo gaji hangus tanggung gimana sih aplikasi fast respon nya plizz 
apk istimewa,5,2026-04-29 06:58:11,positif,apk istimewa
lemot..amat yaj,5,2026-04-29 06:57:16,positif,lemotamat yaj
plis ga usah lagi pake sea bank lemot banget koneksi tidak stabil trus udah pake wifi pake data juga sama malu² in mau banyar pake QR aja susah mana banyak yang nungguin malu banget !!,1,2026-04-29 06:56:07,negatif,plis ga pake sea bank lot banget koneksi stabil trus udah pake wifi pake data malu in banyar pake qr aja susah nungguin malu banget
setiap buka pasti error terus padahal jaringannya stabil,1,2026-04-29 06:56:05,negatif,buka error jaring stabil
"ini seabank knpa yaa dari tadi pagi GK bisa di bukak pdhal sya mau transaksi loh ,,,katanya perikakoneksi internet kmu pdahal kuota gua bnyak lol,,,,ada apa dengan sistim seabank",3,2026-04-29 06:54:35,netral,seabank knpa yaa pagi gk bukak pdhal sya transaksi loh perikakoneksi internet kmu pdahal kuota gua bnyak lolada sistim seabank
makin lemot aplikasi nya,1,2026-04-29 06:51:06,negatif,lot aplikasi nya
seabank lagi eror lah? padahal jaringan lancar aman tapi gk bisa kebuka,3,2026-04-29 06:50:58,netral,seabank eror jaring lancar aman gk buka
"woy ini kenapa ga bisa masuk, loading terus alasan jaringan, padahal jaringan bagus buka youtube lancar, akhir2 ini jadi susah di buka, sekarang malah ga bisa di buka sama sekali",1,2026-04-29 06:47:51,negatif,woy ga masuk loading alas jaring jaring bagus buka youtube lancar susah buka ga buka
"Msalah jaringan terus, padahal internet bagus",2,2026-04-29 06:44:00,negatif,msalah jaring internet bagus
si paling gangguan,1,2026-04-29 06:40:47,negatif,si ganggu
sumpah ini seabank kenapasih ngelag amat nggak bisa terbuka error terus gimnaa mau nyimpan uang banyak klw begini kita lagi darurat mau membayar malah tidak bisa terbuka kecewa banget sama nih bank,2,2026-04-29 06:40:17,negatif,sumpah seabank kenapasih ngelag nggak buka error gimnaa nyimpan uang klw darurat bayar buka kecewa banget nih bank
"kenapa sekarang sering banget ngelag aplikasi'a pas login jaringan erorr trus padahal buka yg lain lancar"" aja",2,2026-04-29 06:37:09,negatif,banget ngelag aplikasia pas login jaring erorr trus buka yg lancar aja
apknya makin g jelas sinyal bagus pun g bisa login terkendala jaringan tolol,3,2026-04-29 06:36:55,netral,apknya g sinyal bagus g login kendala jaring tolol
seabnk kenapa ya akhir2 ini jadi susah banget buat login.tolong di perbaiki lagi,1,2026-04-29 06:33:06,negatif,seabnk ya susah banget logintolong baik
apasi jaringan lancar muter muter maksudnya ap?,1,2026-04-29 06:28:38,negatif,apas jaring lancar muter muter maksud ap
sangat membantu dalam pembayaran dan aman bagi nasabah nya,5,2026-04-29 06:25:15,positif,bantu bayar aman nasabah nya
"akun terblokir karena percobaan login,ya jelas mau pakek saya coba login tp apk kalian super lemot gak bisa2 dibuka. kembalikan akun saya sangat mengganggu kepentingan saya. saya belum bayar shopee",1,2026-04-29 05:51:39,negatif,akun blokir coba log pakek coba login tp apk super lot gak buka kembali akun ganggu penting bayar shopee
tahap percobaan !,4,2026-04-29 05:42:38,positif,tahap coba
"buat user seabank agar lebih berhati2 dalam menyimpan uang di aplikasi ini, akun saya baru saja di banned pihak seabank, syukur saldo sudah saya pindahkan ke mbanking lain",1,2026-04-29 05:14:17,negatif,user seabank hati simpan uang aplikasi akun banned seabank syukur saldo pindah mbanking
"Aplikasi tiba tiba tidak dapat dibuka, saldo saya juga tidak masuk sama sekali. Padahal status tf berhasil",1,2026-04-29 04:59:00,negatif,aplikasi buka saldo masuk status tf hasil
ini knpa sea bank agak lemot banget padahal jaringan pul tolong di perbaiki dong gmna ini susah banget lakukan transaksi krim uang,2,2026-04-29 04:58:59,negatif,knpa sea bank lot banget jaring pul tolong baik gmna susah banget laku transaksi krim uang
"apasi eror mulu mana lagi urgent, gabisa di andelin banget ampun",1,2026-04-29 04:55:47,negatif,apas eror mulu urgent gabisa andelin banget ampun
seabank lemot,1,2026-04-29 04:53:56,negatif,seabank lot
kenapa sekarang lemot banget ya?,1,2026-04-29 04:50:26,negatif,lot banget ya
"ganguan anehh ,lolot mana lagi urgent",1,2026-04-29 04:50:19,negatif,ganguan anehh lolot urgent
kok seabank saya gak masuk yha,5,2026-04-29 04:49:19,positif,seabank gak masuk yha
kok gabisa masuk ke dalam seabank padahal jaringan nya bagus dan pasword nya benar,5,2026-04-29 04:47:24,positif,gabisa masuk seabank jaring nya bagus pasword nya
"tapi sekarg koq berat apk nya, di buka koneksi eror padahal sinyal bagus",5,2026-04-29 04:47:15,positif,sekarg koq berat apk nya buka koneksi eror sinyal bagus
"makin lama makin bnyak eror ini aplikasi, untuk masuk aja hari2 rusak",2,2026-04-29 04:45:07,negatif,bnyak eror aplikasi masuk aja rusak
sekarang jadi sering error susah masuk,2,2026-04-29 04:42:47,negatif,error susah masuk
"lemot, sering susah login.",1,2026-04-29 04:41:54,negatif,lot susah login
"Kak saya ko gabisa akses akun seabank ya, disitu ada tulisan masalah koneksi padahal data saya nyala dan masih ada kuota tp error mulu gimana ini ka?",3,2026-04-29 04:40:45,netral,kak ko gabisa akses akun seabank ya situ tulis koneksi data nyala kuota tp error mulu gimana ka
"gak berguna,gak bisa diandelin login susah,gagal koneksi padahal apl lain gampang.",1,2026-04-29 04:40:06,negatif,gak bergunagak diandelin login susahgagal koneksi apl gampang
"apa sih memuat mulu udah mulai lemot nih seabank ga sama kaya pas awal, turunin bintang lah",2,2026-04-29 04:38:38,negatif,sih muat mulu udah lot nih seabank ga kaya pas turunin bintang
cepet dan aman.,5,2026-04-29 04:38:22,positif,cepet aman
banyak gangguan nya,1,2026-04-29 04:34:29,negatif,ganggu nya
gagal login terus padahal koneksi internet bagus loh,5,2026-04-29 04:32:08,positif,gagal login koneksi internet bagus loh
"saat ini sebank lagi error kah? kalo maintenance berkabar dong, jangan tbtb ga bisa akses, internet aman, saldo aman, tapi apk nya ga bisa di gunain",2,2026-04-29 04:31:01,negatif,bank error kah kalo maintenance kabar tbtb ga akses internet aman saldo aman apk nya ga gunain
saya tidak bisa login. mau transaksi jdi terganggu. mohon bantuannya,5,2026-04-29 04:27:32,positif,login transaksi jdi ganggu mohon bantu
"Tidak bisa dibuka ,padahal jaringan bagus.. tolong diperbaiki lagi dong!!",3,2026-04-29 04:26:27,netral,buka jaring bagus tolong baik
lemot banget sekarang seabank padahal pake wifi,1,2026-04-29 04:21:17,negatif,lot banget seabank pake wifi
gangguan terus,1,2026-04-29 04:17:08,negatif,ganggu
tolong kenapa tidak bisa di buka Padalal jaringan bagus tapi terus aja muncul masalah koneksi,4,2026-04-29 04:16:26,positif,tolong buka padalal jaring bagus aja muncul koneksi
gagal bintang 5 mohon periksa koneksi server anda,1,2026-04-29 04:11:10,negatif,gagal bintang mohon periksa koneksi server
LEMOT BANGET SEABANK,1,2026-04-29 04:10:33,negatif,lot banget seabank
"sering banget gangguan, buka aplikasi nya aja susah. sinyal udah bagus, versinya juga udah di update tapi masih aja ga gangguan error mulu",1,2026-04-29 04:10:11,negatif,banget ganggu buka aplikasi nya aja susah sinyal udah bagus versi udah update aja ga ganggu error mulu
bug loading lama,1,2026-04-29 04:05:05,negatif,bug loading
seabank kenapa yaa kok keterangan nya hari ini di jam 10.00 - 11.01WIB Layanan sedang sibuk terus dibuat transaksi gak bisa kenapa ini,2,2026-04-29 04:02:01,negatif,seabank yaa terang nya jam wib layan sibuk transaksi gak
"mohon segera diperbaiki, saat masuk apk sea bank jaringan selalu tidak stabil pdahal saat membuka aplikasi lain jaringan tidak ada masalah.",1,2026-04-29 03:56:07,negatif,mohon baik masuk apk sea bank jaring stabil pdahal buka aplikasi jaring
"makin kesini makin jelek aplikasi nya saya setiap bulan transaksi puluhan juta tapi apk nya ada aja gangguan dan delay nya, malah nyalahin jaringan saya. aneh.",1,2026-04-29 03:54:39,negatif,kesini jelek aplikasi nya transaksi puluh juta apk nya aja ganggu delay nya nyalahin jaring aneh
"ini sebank kenapa gangguan terus sih, saya pengguna lama sering terganggu kalo gini caranya !!!",1,2026-04-29 03:53:41,negatif,bank ganggu sih guna ganggu kalo gin
"seabank lagi kenapa? saya buka dari kemarin loading aja, jangan bikin saya kecewa dan emosi.",1,2026-04-29 03:50:05,negatif,seabank buka kemarin loading aja bikin kecewa emosi
sebank mmng mantap,5,2026-04-29 03:41:51,positif,bank mmng mantap
tadinya gak pernah ada kendala . tp akhir2 ini sering eror ga bs login . bacaanya periksa jaringan terus . pdhal sinyal bagus buka apk lain gada masalah . dan ternyata kendala seperti ini bukan cuma saya saja tp banyak jg yg seabanknya error . tolong diperbaiki ya kak,2,2026-04-29 03:37:37,negatif,gak kendala tp eror ga bs login bacaanya periksa jaring pdhal sinyal bagus buka apk gada kendala tp jg yg seabanknya error tolong baik ya kak
sekarang sering gangguan koneksi. padahal koneksi saya aman. seabank kocak!,1,2026-04-29 03:36:57,negatif,ganggu koneksi koneksi aman seabank kocak
gangguan kah? gabisa login,1,2026-04-29 03:36:56,negatif,ganggu kah gabisa login
"kenapa ini gabisa login2, saya jadi gabisa transfer uang",1,2026-04-29 03:34:54,negatif,gabisa login gabisa transfer uang
sea bank nya eror trs,2,2026-04-29 03:34:13,negatif,sea bank nya eror trs
gak bisa dibuka,1,2026-04-29 03:33:03,negatif,gak buka
"goblog kalo pagi kaga bisa di akses, jaringan bagus tapi lemot bener",1,2026-04-29 03:32:07,negatif,goblog kalo pagi kaga akses jaring bagus lot bener
"pelayanan buruk, saat baru tersambung ke customer service langsung di akhiri panggilan nya dan juga sering banget bug gabisa masuk dan menyalahkan jaringan nasabah",1,2026-04-29 03:30:58,negatif,layan buruk sambung customer service langsung panggil nya banget bug gabisa masuk salah jaring nasabah
seabank kadang kadang eror sinyal sama jaringan normal malah ga bisa login oyyy apaan ini kenapa dengan seabank ada apa kenapa ga bisa login astagaaa mau bayar pakai qris pun ga bisa kalo sekiranya lagi maintenance kasih info dong aduh respon dong,1,2026-04-29 03:29:16,negatif,seabank kadang kadang eror sinyal jaring normal ga login oyyy seabank ga login astagaaa bayar pakai qris ga kalo maintenance kasih info aduh respon
jaringan Lo di benerin dulu yg bner!!😡😡,1,2026-04-29 03:27:01,negatif,jaring lo benerin yg bner
"saya tidak bisa login ke aku akun seabank saya, sudah 4 hari loop e-KYC verifikasi ktp terus tapi tidak mau masuk ke akun. uang saya tertahan tidak bisa, dan saya perlu uang itu urgent",1,2026-04-29 03:26:08,negatif,login akun seabank loop ekyc verifikasi ktp masuk akun uang tahan uang urgent
di tingkatkan,5,2026-04-29 03:22:43,positif,tingkat
apa seabank lagi gangguan,5,2026-04-29 03:21:44,positif,seabank ganggu
"APLIKASI JELEKKK, SAYA MAU BAYAR PAKE QRIS MALAH ""LAYANAN TIDAK TERSEDIA"" MALU SAYA SAMA PEMILIK WARUNG NYA, KATANYA KONEKSI TIDAK STABIL PADAHAL SAYA BUKA YOUTUBE LANCAR, APLIKASI JELEKKKKK",1,2026-04-29 03:21:36,negatif,aplikasi jelekkk bayar pake qris layan sedia malu milik warung nya koneksi stabil buka youtube lancar aplikasi jelekkkkk
"tolong perbaiki bug pada aplikasi sea bank,",4,2026-04-29 03:20:38,positif,tolong baik bug aplikasi sea bank
"buruk, gangguan gak ada pemberitahuan membuat saya malu saya melakukan pembelian menggunakan QRIS dan layanan tidak tersedia sampai sampai gojeknya harus menunggu belasan menit saya jadi pindah ke bank lain, mending pakai bank jago/blu by bca.",1,2026-04-29 03:18:50,negatif,buruk ganggu gak pemberitahuan malu beli qris layan sedia gojek tunggu bas menit pindah bank mending pakai bank jagoblu by bca
ini gmn ini masa kuota bnyk kaga bs di buka mana uang narik di masukin sini lagi udh gitu mau byr susah jadiny knp sih kecewa sy,1,2026-04-29 03:18:45,negatif,gmn kuota bnyk kaga bs buka uang narik masukin udh gitu byr susah jadiny knp sih kecewa sy
gangguan tengah hari bolong wkwkwk pinter bener lu blok !!,1,2026-04-29 03:13:49,negatif,ganggu bolong wkwkwk pinter bener lu blok
"ga bisa login, kendala jaringan padahal kalo buka apk lain aman2 aja sinyal, cuma apk sea bank bermasalah, udh kontak email blm di balas.",1,2026-04-29 03:13:06,negatif,ga login kendala jaring kalo buka apk aman aja sinyal apk sea bank masalah udh kontak email blm balas
"saya pake 1bulan langsung ganti apk lain ,, terlalu banyak gangguan, lemot buat transfer,, kualitas apknya jelek banget.. saya sarankan mending pake yang lain",1,2026-04-29 03:10:37,negatif,pake langsung ganti apk ganggu lot transfer kualitas apknya jelek banget saran mending pake
"gangguan bgt ini aplikasi , yang lain lancar ini ga bisa di buka seakan akan tidak ada sinyal",1,2026-04-29 03:03:29,negatif,ganggu bgt aplikasi lancar ga buka akan sinyal
mangkin di-update makin banyak gangguan kadang mau login susah jaringan error katanya padahal jaringan normal,3,2026-04-29 03:01:37,netral,mangkin diupdate ganggu kadang login susah jaring error jaring normal
nge lag Mulu ni aplikasi apaan dah koneksi gw aman² aja bahkan lancar dipake apapun heran,1,2026-04-29 02:59:39,negatif,nge lag mulu ni aplikasi dah koneksi gw aman aja lancar dipake apa heran
akhir akhir ini agak lemot bank lain aja ga lemot,1,2026-04-29 02:59:25,negatif,lot bank aja ga lot
LEMOT SEKALI APK SEABANK,3,2026-04-29 02:56:45,netral,lot apk seabank
"apaansi servernya lemot banget, padahal sinyalku bagus kok susah bener buka apknya",2,2026-04-29 02:54:36,negatif,apaansi servernya lot banget sinyal bagus susah bener buka apknya
"ini kenapa jadi lag bgt ya padahal jaringan internet lancar jaya, mau transfer kemana2 pun susah",3,2026-04-29 02:52:59,netral,lag bgt ya jaring internet lancar jaya transfer mana susah
sebank kenapa gangguan terus,1,2026-04-29 02:52:43,negatif,bank ganggu
bolehhhhh,5,2026-04-29 01:58:03,positif,bolehhhhh
sangat cepat dan membantu,5,2026-04-29 01:53:37,positif,cepat bantu
bug kode verifikasi SMS otp GK bisa masuk,3,2026-04-29 01:23:09,netral,bug kode verifikasi sms otp gk masuk
mantap bagus banget apk nya 👍,5,2026-04-29 00:30:35,positif,mantap bagus banget apk nya 
limit nya sampey brapa ya sya mau ngirim sampey 30jt aga susah. mohon jawaban nya. dan bantuan nya. supaya saya bisa transfer,5,2026-04-29 00:17:31,positif,limit nya sampey brapa ya sya ngirim sampey jt aga susah mohon nya bantu nya transfer
mantap sekali sangat memudahkan bertransaksi,5,2026-04-29 00:05:34,positif,mantap mudah transaksi
bos kenapa rekning saya di blokir permane kenapa dan saldo saya bagaimana cara pemindahan saldo kami sementara arahan dari pihak sebank kita sudah turuti apa alasan kalian main blokir?,1,2026-04-28 23:04:52,negatif,bos rekning blokir permane saldo pindah saldo arah bank turut alas main blokir
kenapa di aplikasinya tidak keluar seabank pinjamnya,5,2026-04-28 22:19:45,positif,aplikasi seabank pinjam
sudah bertahun2 puas menggunakan apk Seabank tapi di tahun 2026 ini kecewa krn hampir semua ada biaya adminnya utk topup e wallet kecuali Shopeepay padahal waktu awal2 semua gratis KECEWA...😓,4,2026-04-28 21:26:17,positif,tahun puas apk seabank kecewa krn biaya adminnya utk topup e wallet kecuali shopeepay gratis kecewa
keren sekali semoga tidak bayar admin terus,5,2026-04-28 20:01:28,positif,keren moga bayar admin
BELI PAKET DATA SERING PENDING!!,1,2026-04-28 19:07:01,negatif,beli paket data pending
tinggal sp pinjam yang blom muncul di Seabank saya,5,2026-04-28 18:57:40,positif,tinggal sp pinjam blom muncul seabank
ok sangat bagus &fleksibek,5,2026-04-28 18:26:58,positif,ok bagus fleksibek
"Saran Kak Sea, Buatkan Fitur ""AJAK TEMAN AJUKAN PINJAMAN"" dan dapatkan Bonus. 🎁 👌🤝",5,2026-04-28 18:00:06,positif,saran kak sea buat fitur ajak teman aju pinjam dapat bonus  
"katanya dapat hadia 200 ribu, apabila sudah buka rekening, ternyata tidak ada",2,2026-04-28 17:22:47,negatif,hadia ribu buka rekening
pembohong langsung dapat saldo 200ribu mana..?,5,2026-04-28 17:17:03,positif,bohong langsung saldo ribu
sangat menyenangkan mengunakan seabank,5,2026-04-28 16:59:28,positif,senang mengunakan seabank
karena saya baru bergabung dengan seabank jadi mau ikutan ajh,5,2026-04-28 16:33:33,positif,gabung seabank ikut ajh
aman dan terpecaya,5,2026-04-28 16:11:30,positif,aman terpecaya
"simpel,aman sangat amat aman",5,2026-04-28 15:59:20,positif,simpelaman aman
"apaan anjir pas buka sering gada jaringan, aneh jadi ga bisa di pake saat waktu genting",1,2026-04-28 15:41:59,negatif,anjir pas buka gada jaring aneh ga pake genting
akses akun saya di batasi dan saya sudh menghubungi costume service nya tapi belum di respon jadi tolong min di respon secepatnya kalau bisa,1,2026-04-28 15:33:01,negatif,akses akun batas sudh hubung costume service nya respon tolong min respon cepat
"aneh sinyal bagus gda kendala HP jga bagus, tapi buka aplikasi bacaannya layanan gabisa internet gabisa aneh udh gtu keluar2 sendiri aplikasi aneh saya uninstall trs download lagi cuma buat saya oper uangnya ke aplikasi laen gamau make aplikasi ini lagi",1,2026-04-28 15:13:09,negatif,aneh sinyal bagus gda kendala hp jga bagus buka aplikasi baca layan gabisa internet gabisa aneh udh gtu aplikasi aneh uninstall trs download oper uang aplikasi laen gamau make aplikasi
